ﾀｰｹﾞｯﾄ会社名	買収側の社名	売却側の社名	発表時ﾃﾞｨｰﾙ総額(百万)	発表ﾌﾟﾚﾐｱﾑ	売却側企業 営業利益(損失)	買収側企業 営業利益(損失)	ﾀｰｹﾞｯﾄ企業 営業利益(損失)	買収側企業 内部留保率	買収側企業 利付き負債(米国以外)	買収側企業 利子負担率	買収側企業 有利子負債	買収側企業 流動負債/総資本	買収側企業 現金比率	買収側企業 総負債/自己資本	買収側企業 財務ﾚﾊﾞﾚｯｼﾞ	ﾀｰｹﾞｯﾄ企業 内部留保率	ﾀｰｹﾞｯﾄ企業 利付き負債(米国以外)	ﾀｰｹﾞｯﾄ企業 利子負担率	ﾀｰｹﾞｯﾄ企業 有利子負債	ﾀｰｹﾞｯﾄ企業 流動負債/総資本	ﾀｰｹﾞｯﾄ企業 現金比率	ﾀｰｹﾞｯﾄ企業 総負債/自己資本	ﾀｰｹﾞｯﾄ企業 財務ﾚﾊﾞﾚｯｼﾞ
Land in Suginami-ku	株式会社長谷工不動産	大倉電気	15.18							106.719													
Land & Building/Tokyo Koto-ku	大和自動車交通		15.18			-33.431				113.241		21.5355	1.02302	303.859	3.26069								
事務所/日本橋	山崎建設	ゼリア新薬工業	15.17		32.4695					116.67													
"GLP Akishima,GLP Misato II,GLP Urayasu III,GLP Tokyo II,GLP Sugito"	ＧＬＰ投資法人	GLP Solar Special Purpose Co	15.16			204.681				92.8729			0.293309	90.2127	1.90912								
オリコ博多駅南ビル	投資法人みらい	ｵﾘｴﾝﾄｺｰﾎﾟﾚｰｼｮﾝ	15.16		195.049	42.0557		0.0181332		91.5186			0.63063	111.091	2.1337								
FHTホールディングス	ＬＤＨ	ＳＲＡ	15.15				-2.52088			100.404								100		82.1274	0.240881	459.515	2.27286
ジャパンケーブルキャスト	SOZO工房	ＪＳＡＴ	15.15		90.676																		
土地及び建物	充雲	郷鉄工所	15.15		-5.83126																		
株式会社ジェイ・コミュニケーション	光通信		15.14			653.309		61.693				29.8136	0.873441	210.402	3.28173								
ブロードメディア・スタジオ	ブロードメディア	SBBM	15.13			4.51687		100		98.0875		41.7362	1.15382	119.627	2.64646								
Video game wholesale business	複数買収者	味岡	15.12																				
ドアーズ	ポート		15.12			-0.622586						30.6836	1.35973	206.93	2.46543								
Land & Office Building in Minami-Aoyama	中央日本土地建物	日産建設	15.11		30.1893	144.706		93.8183		83.2829		16.4255	0.302059	252.68	3.45334								
Sony Kihara	ソニーグループ		15.11			9059.36		94.1955		98.389		29.6546	0.600021	371.843	5.09158								
b-town南青山	Unnamed Buyer	積水ﾊｳｽ・ﾚｼﾞﾃﾞﾝｼｬﾙ投資法人	15.1		53.1894																		
Furniture store business	三協立山	コクヨ	15.09		138.743	42.9874		72.0143		90.7221		42.4129	0.236369	207.692	3.19277								
オートテック及びピット100店舗	イエローハット	伊藤忠商事	15.08		2211.31	122.423		70.8402		99.9254		18.3922	0.642188	30.1966	1.30002								
アプレッソ	セゾン情報システムズ	"クレスコ,プライベート･インベスター,ジャフコグループ株式会社 (ﾌｧﾝﾄﾞ: ジャフコV1-B号投資事業有限責任組合),ジャフコグループ株式会社 (ﾌｧﾝﾄﾞ: ジャフコV1-A号投資事業有限責任組合),ジャフコグループ株式会社 (ﾌｧﾝﾄﾞ: ジャフコV1ースター号投資事業有限責任組合),ｱﾝﾄ･ｷｬﾋﾟﾀﾙ･ﾊﾟｰﾄﾅｰｽﾞ (ﾌｧﾝﾄﾞ: アント・リード1号)"	15.08			28.196		44.0442		99.9615		29.805	1.95527	45.837	1.49104								
Nissho Iwai Realnet Corp	双日(旧)	日商岩井	15.06																				
デファクトスタンダード	ＢＥＥＮＯＳ		15.05	21.49		31.3161	0.307971	86.6588		99.0782		42.0494	1.4398	105.434	2.11649	100		100		12.1706	1.87766	18.149	1.19139
"はなことば南,はなことば三浦"	ヘルスケア＆メディカル投資法人	合同会社ＭＹＧＫ１号	15.05			20.1064				90.5086			0.190091	108.962	2.08449								
ＦＸプライムｂｙＧＭＯ	ＧＭＯインターネット		15.04	101.37		261.36	4.51613	67.0362		98.862		87.1842	0.244649	1903.77	18.5215	52.0813			158.797			447.403	5.56249
Hagimori Industries Ltd	宇部興産		15.03			244.337		60.3157		97.1995		26.041	0.400639	108.209	2.16162								
Substantially all assets	ﾍﾘｵｽ ﾃｸﾉ ﾎｰﾙﾃﾞｨﾝｸﾞ	ナカン	15.03			5.1485		67.6238		99.4503		11.7633	3.6473	15.5071	1.15629								
富士車輌	タケエイ		15.03			38.3645		63.2042		95.0612		20.6968	0.591317	161.24	2.78172			101.821					
第2 東急鷺沼ビル	東急	東急リアル・エステート投資法人	15.01		69.6024	-298.634				181.146		27.8049	0.0667629	245.392	3.43525								
Emotion Tech	プレイド	"プライベート･インベスター,モバイル・インターネットキャピタル,STRIVE株式会社"	15.01			-10.0117				111.184		35.349	1.92808	-46.6089									
Cardiopulmonary machines unit	テルモ	ｴﾄﾞﾜｰｽﾞﾗｲﾌｻｲｴﾝｽ	15		897.6	928.086		71.6351		97.9924		15.6429	0.950148	57.7276	1.6088								
Proteus Digital Health Inc	大塚ホールディングス	"ﾒﾄﾞﾄﾛﾆｯｸ,ｵﾗｸﾙ,ｾﾝﾄ･ｼﾞｭｰﾄﾞ･ﾒﾃﾞｨｶﾙ,伊藤忠商事,Kaiser Foundation Health Plan Inc,プライベート･インベスター,哈爾濱誉衡薬業,ｶｰﾗｲﾙ･ｸﾞﾙｰﾌﾟ (ﾌｧﾝﾄﾞ: Carlyle Venture Partners II LP),Novartis BioVentures Ltd,Essex Woodlands Management Inc (ﾌｧﾝﾄﾞ: Essex Woodlands Health Ventures Fund VI LP),Spring Ridge Ventures,Adams Street Partners LLC (ﾌｧﾝﾄﾞ: Adams Street V LP),Fletcher Spaght Ventures LP (ﾌｧﾝﾄﾞ: Fletcher Spaght Ventures LP/Fund),Sino Portfolio International Ltd,Sailing Capital Management Co Ltd (ﾌｧﾝﾄﾞ: Shanghai Sailing New Culture Investment Fund)"	15			1738.1		63.3906		95.6259		15.8388	0.965301	40.1849	1.43952								
Fujitsu Computer Products of Vietnam Inc	三谷産業	富士通	15		2512.27	24.2148		75.4976		98.2285		37.6774	0.215395	104.132	2.09595								
Fujitsu Computer Products of Vietnam Inc	富士通	三谷産業	15		24.2148	2512.27		80.3024		99.059		40.4205	0.373608	113.32	2.36991								
Drico Ltd	旭有機材	けやき坂キャピタル	14.99			32.1103		65.5074		99.5224		23.5265	0.652526	44.194	1.47488								
レジディア大森	アドバンス・レジデンス投資法人	伊藤忠商事	14.99		2211.31	155.581				90.6247			0.455008	98.5477	1.98079								
アルト	ＧＭＯインターネット		14.98			261.36		67.0362		98.862		87.1842	0.244649	1903.77	18.5215								
ジェイ･プランニング	翔亜カンパニー	ＪＰホールディングス	14.98		21.3981																		
新村印刷	光村印刷		14.98			-5.12022		80.8414		97.9182		23.9647	1.21185	68.675	1.67498								
田端ネットワークセンター	産業ファンド投資法人	ＫＲＦ１７合同会社	14.98			140.113				90.3105			2.16714	114.305	2.1715								
ジー・コミュニケーション	クックイノベンチャー		14.97																				
Software Related Business	ソフマップ	ＹＡＭＡＧＩＷＡ	14.97							40.8946													
ウエストホールディングス	MHメザニン投資事業有限責任組合		14.97				94.7783									68.7144		95.8123		39.0818	0.945263	284.196	3.93292
Office building/Nakano-ku Tokyo	ＪＥＳＣＯホールディングス		14.96			5.23387		79.9231		93.824		32.2927	0.450626	205.879	3.03884								
八王子トーセイビル	トーセイ・リート投資法人	トーセイ	14.95		59.9667	29.1132		2.39617		88.0771			0.371798	111.674	2.07934								
エヌエスパートナーズ	ＪＭＤＣ	ノーリツ鋼機	14.95		34.7898	34.8554		100		96.7368		22.8299	1.50651	104.793	2.0496								
土地及び建物	明豊エンタープライズ	兼松	14.95		222.952	9.20562		77.2212		88.4976		19.3578	1.51514	128.61	2.4443								
パシフィックリビュー広尾	日本ﾚｼﾞﾃﾞﾝｼｬﾙ投資法人	株式会社FJネクストホールディングス	14.93		69.3428	57.0697		0.249768		62.9904				114.979	2.16144								
賃貸駐車場	長谷工コーポレーション	佐藤商事	14.93		26.375	687.759		58.6701		97.785		28.5178	0.796516	141.823	2.24156								
サクラドラッグ	ツルハホールディングス	クラフトホールディングス	14.92			455.54		69.1664		98.5293		39.1444	0.554339	102.308	1.94248								
工場	富士フイルムビジネスイノベーション株式会社	日本カーバイド工業	14.92		22.5263	199.78						39.0704	0.236135	66.1057	1.54246								
ミクプランニング	メディアイノベーション		14.92			-6.67957				100		8.15675	7.45688	8.88116	1.07434								
Web Online Systems Co	ソニーグループ	ジャストシステム	14.9		142.148	9059.36		94.1955		98.389		29.6546	0.600021	371.843	5.09158								
家族亭	ＳＲＳホールディングス	ｴｲﾁ･ﾂｰ･ｵｰ ﾘﾃｲﾘﾝｸﾞ	14.9		-41.8642	-35.874	2.01615			119.52		22.6103	1.34545	214.609	2.84878			92.3304		40.068	0.104084	181.533	2.94364
ﾎｯﾄｽﾊﾟｰｺﾝﾋﾞﾆｴﾝｽﾈｯﾄﾜｰｸｽ	Cocostore Corp		14.89	10.89			-6.03505											115.995		82.7774	0.252291	1417.6	11.0572
Shicata Co	ＢＲＵＮＯ	インテグラル	14.88			11.4307		88.1743				30.292	1.00387	80.2748	2.04097								
MK 麹町ビル	日本リート投資法人		14.88			87.9025				93.4893			0.611511	110.149	2.08402								
ケー　エス	DM三井製糖ホールディングス		14.88			34.2516		53.5456		98.2797		18.9346	0.640664	64.5786	1.71736								
コンフォモール札幌	北海道食糧産業	さくら総合リート投資法人	14.86		19.1215																		
Pilot Precision Co Ltd/The	パイロットコーポレーション		14.86			132.502		78.1738		99.3356		22.0351	1.40707	41.1552	1.49807								
ＭＩＤ御堂筋瓦町ビル	Unnamed Buyer	MCUBS MidCity投資法人	14.86		70.4865																		
プロスペクト川崎	ﾌﾟﾛｽﾍﾟｸﾄ･ﾘｰﾄ投資法人		14.84			10.8668		0.00678054		44.0542				105.535	2.05349								
プリヴェ企業再生グループ	ﾌﾟﾘｳﾞｪ企業投資ﾎｰﾙﾃﾞｨﾝｸﾞｽ		14.84			-195.349	-6.00631				88.157			108.885	2.57293			105.649		24.1672	0.704204	75.2241	1.7365
レジディア上野池之端	アドバンス・レジデンス投資法人	エドウイン	14.82			155.581				90.6247			0.455008	98.5477	1.98079								
ディースリー・パブリッシャー	フィールズ		14.82	-20.97		-21.1396				86.8902		20.8039	2.24966	73.5534	1.83433			105.118					
ユニロイヤル銀座	大和ハウスリート投資法人		14.79			211.468				90.4563			0.62523	83.9369	1.83518								
商業用不動産	ＯＨリアルエステート・マネジメント	市光工業	14.78		23.1254																		
Maruchosangyo Co	ジューテック		14.78							122.869													
Yunari KK	ｸﾘｴｲﾄ･ﾚｽﾄﾗﾝﾂ･ﾎｰﾙﾃﾞｨﾝｸﾞｽ		14.76			-133.898				63.219		39.9213	0.577058	813.358	9.38661								
Head Office Building in Bunkyo-ku	クスコ	栄研化学	14.75		62.3718																		
G-Flat	ｼﾞｬﾊﾟﾝ･ﾚｼﾞﾃﾞﾝｼｬﾙ･ｲﾝﾍﾞｽﾄﾒﾝﾄ		14.75			15.872		47.3175				1.51219	3.61292	125.629	2.12303								
Tokubetsu Keibi Hosho KK	セントラル警備保障		14.75			43.2898		78.9624		98.2832		32.764	0.76148	102.657	2.1442								
ルビー・グループ	ＳＭＮ	三陽商会	14.74		-84.1572	2.86655				94.2419		42.0451	0.592085	80.6293	1.62714								
アイデンティティー	デジタルハーツホールディングス	8	14.74			18.0049		68.947		99.6759		55.1267	0.661856	140.658	2.34728								
Land and Building in Totsuka	Tsukumi Kensetsu Co Ltd	ＫＩホールディングス	14.73		44.3319																		
パシフィックレジデンス船橋 I	日本ﾚｼﾞﾃﾞﾝｼｬﾙ投資法人	Ｊ．メトロポリス１	14.73			57.0697		0.249768		62.9904				114.979	2.16144								
なか卯	双日(旧)	モスフードサービス	14.72		13.4139		12.1263									70.4188		87.4995		34.4132	0.536237	457.588	5.21659
日本電気精器	TDKラムダ	日本電気	14.72		1450.43		2.80237			89.0732										96.6	0.11576	-2829.2	
Alphabet Pastel KK	ストライプインターナショナル		14.71																				
ミューズコー株式会社	ミクシィ	"プライベート･インベスター,ICCP Venture Partners (ﾌｧﾝﾄﾞ: Tech Ventures II LP),伊藤忠テクノロジーベンチャーズ (ﾌｧﾝﾄﾞ: japanese)"	14.71			216.282		47.1769		99.8322		10.8228	6.11527	19.3981	1.15795								
ディレクト	ＲＰＡホールディングス		14.7			5.02699		100		106.796		19.923	3.62938	41.0654	1.39309								
アミューズメント事業	サードプラネット	マーベラス	14.69		41.6378																		
Asset/solar station	明和エンジニアリング株式会社	江蘇愛康科技	14.69		10.1535																		
Land & Building in Shinjyuku	松戸公産	Tamon Shuzo Co	14.69							144.684													
プロロジスパーク船橋5 別棟	日本プロロジスリート投資法人	船橋所沢特定目的会社	14.69			203.919				95.1672			0.84237	71.3934	1.71167								
あおき	髙松コンストラクショングループ		14.68			115.065		70.6442		97.5629		34.1687	0.972394	90.8042	1.91418			42.8737					
池袋2丁目第一生命ﾋﾞﾙ信託受益権	ｼﾞｬﾊﾟﾝﾘｱﾙｴｽﾃｲﾄ投資法人	ファーストインベストメント	14.68			311.085				94.2276			0.350185	94.4125	1.92718								
神鋼興産	神戸製鋼所		14.68	43.78		286.748	27.8615	84.329		80.1847		31.5829	0.389268	255.292	3.65265	47.3639		44.3137		31.7234	0.271611	453.106	5.82958
インテア・ホールディングス	光通信		14.66	22.8		653.309	0.0586398	61.693				29.8136	0.873441	210.402	3.28173			100		35.0035	0.82958	55.3779	1.51938
キャビン	ファーストリテイリング		14.66			2293.25	2.09208	71.1358		97.4382		23.1481	2.02704	120.707	2.37427	21.7793		97.1042		15.0248	3.6547	19.4146	1.19389
エルモ社	タイテック		14.66	-8.72			5.21827			75.6707						54.9154		96.8143		65.9979	0.288658	363.945	3.84656
たんぽぽ薬局	トーカイ		14.65			68.8051		80.5327		99.6156		22.2049	1.55322	38.5654	1.40533								
一部ホテル事業	KK Hospitality Operations	Ap KK	14.65																				
土地及び建物	ラサ商事		14.65			20.6585		70.5959		98.8511		32.1956	0.462322	77.7677	1.80405								
雄松堂書店	丸善ＣＨＩホールディングス	大日本印刷	14.65		467.213	36.5339		91.1526		96.0312		52.0902	0.327745	230.39	3.38122								
株式会社タジマ	ブロードリーフ		14.64			38.7473		51.1227		91.7118		19.9307	0.502518	31.1848	1.33765								
全音楽譜出版社	河合楽器製作所	ミネルヴァ・ホールディングス	14.64		0.233842	32.9404		81.6983		98.4254		28.1652	1.1391	117.783	2.10456								
Miyazaki Canon Inc	キヤノン		14.64			1035.83				99.775		28.6706	0.307464	71.5165	1.78642								
Asahi Medix Co	５５ステーション	住友商事	14.63		-555.441	2.57489				594.737		37.3719	0.138196	382.971									
本店ビル	東洋プロパティ	大阪証券金融	14.63		-159.569																		
滋賀ケーブルネットワーク	ＺＴＶ	"富士通,東レ"	14.63																				
パレモ・ホールディングス	フェニックスキャピタル		14.62	-62.13			-12.5082											100.979		55.1859	0.387271	452.563	3.88099
旭電機	古河電気工業		14.62			79.5117		57.6342		82.7956		37.8831	0.276916	207.961	3.25234								
Fumakilla Asia Sdn Bhd	フマキラー	ﾃｸｽｹﾑ･ﾘｿｰｼｽﾞ	14.62		3.53244	33.5877		82.9622		98.9728		52.2221	0.272817	141.87	2.48015								
鹿島アントラーズ・エフ・シー	メルカリ	日本製鉄	14.62		-476.401	48.6908		100		97.1924		78.2127	0.835057	561.526	6.18901								
"Beneficiary right for Granmast Kanezawa Nishiizumi,Beneficiary right for Granmast Unomori"	積水ﾊｳｽ・ﾚｼﾞﾃﾞﾝｼｬﾙ投資法人		14.62			53.1894		0.856388		84.7037			0.37943	107.431	2.12095								
Grand Yamagata Lease Co Ltd	フィデアホールディングス	住友商事	14.62		-555.441	65.0602		66	27577.1					2825.09	28.0953								
空気清浄機事業	パナソニック	パナソニック電工	14.6		804.145	2635.17		71.7308				40.9566	0.56813	157.229	2.84506								
Fresh Water Miike KK	複数買収者	日本コークス工業	14.6		66.0224																		
富士テクニカ宮津	東洋鋼鈑		14.6	58.35		40.3274	11.1711	54.1894		90.5053		24.6331	0.562874	66.6378	1.70275	72.379		93.48		57.7944	0.0788281	275.839	3.84822
ミナミ	小杉産業	ｵﾘｯｸｽ･ﾌﾟﾘﾝｼﾊﾟﾙ･ｲﾝﾍﾞｽﾄﾒﾝﾂ	14.6			-34.3038				105.979		69.3271	0.203429	2856.32	5.10296								
九州耐火煉瓦	黒崎播磨 　		14.6	6.83		46.6845	6.31217	70.8814		96.9764		34.6533	0.117351	111.615	2.25086	81.6336		97.8163		44.2573	0.147449	121.574	2.31198
Heisei Yakuhin KK	メディパルホールディングス		14.59			363.892		63.1447		99.9322		56.7186	0.252569	199.039	3.24842								
Parking lot/Hokkaido	トラストホールディングス		14.58			-0.0981518				74.0377		48.2579	0.525024	1129.62	12.6206								
S-FORT住道	サムティ	サムティ・レジデンシャル投資法人	14.58		32.7466	161.911		68.8177		89.5745		15.7444	1.06365	224.808	3.17225								
